config01:Button00:Measurement Value,Reference Value,Threshold,R_THr,Touch ON/OFF Difference,Hysteresis,Status,MEDIAN_9,Average_4,IIR_8,,IIR_16
45915,45912,800,46712,3,10,0,45898,45917,45908,,45907
45903,45912,800,46712,-9,10,0,45902,45902,45907,,45907
45927,45912,800,46712,15,10,0,45903,45909,45909,,45908
45970,45912,800,46712,58,10,0,45915,45928,45916,,45912
45926,45912,800,46712,14,10,0,45926,45931,45917,,45916
45884,45912,800,46712,-28,10,0,45915,45926,45912,,45914
45914,45912,800,46712,2,10,0,45914,45923,45912,,45912
45856,45912,800,46712,-56,10,0,45914,45895,45905,,45908
45860,45912,800,46712,-52,10,0,45914,45878,45899,,45902
45917,45912,800,46712,5,10,0,45914,45886,45901,,45900
45855,45912,800,46712,-57,10,0,45914,45872,45895,,45898
45834,45912,800,46712,-78,10,0,45884,45866,45887,,45891
45867,45912,800,46712,-45,10,0,45867,45868,45884,,45885
45810,45912,800,46712,-102,10,0,45860,45841,45874,,45879
45855,45912,800,46712,-57,10,0,45856,45841,45871,,45872
45911,45912,800,46712,-1,10,0,45856,45860,45876,,45873
45932,45912,800,46712,20,10,0,45860,45877,45883,,45879
45934,45912,800,46712,22,10,0,45867,45908,45889,,45886
45994,45912,800,46712,82,10,0,45867,45942,45902,,45895
45983,45912,800,46712,71,10,0,45911,45960,45912,,45907
45967,45912,800,46712,55,10,0,45932,45969,45918,,45915
45947,45912,800,46712,35,10,0,45934,45972,45921,,45919
45945,45912,800,46712,33,10,0,45945,45960,45924,,45922
45886,45912,800,46712,-26,10,0,45945,45936,45919,,45921
45861,45912,800,46712,-51,10,0,45945,45909,45911,,45915
45912,45912,800,46712,0,10,0,45945,45901,45911,,45911
45849,45912,800,46712,-63,10,0,45945,45877,45903,,45907
45848,45912,800,46712,-64,10,0,45912,45867,45896,,45899
45880,45912,800,46712,-32,10,0,45886,45872,45894,,45895
45931,45912,800,46712,19,10,0,45886,45877,45898,,45896
45850,45912,800,46712,-62,10,0,45880,45877,45892,,45895
45888,45912,800,46712,-24,10,0,45880,45887,45891,,45891
45860,45912,800,46712,-52,10,0,45861,45882,45887,,45889
45882,45912,800,46712,-30,10,0,45880,45870,45886,,45886
45897,45912,800,46712,-15,10,0,45880,45881,45887,,45886
45947,45912,800,46712,35,10,0,45882,45896,45894,,45890
45902,45912,800,46712,-10,10,0,45888,45907,45895,,45894
45882,45912,800,46712,-30,10,0,45888,45907,45893,,45894
45937,45912,800,46712,25,10,0,45888,45917,45898,,45895
45842,45912,800,46712,-70,10,0,45888,45890,45891,,45894
45843,45912,800,46712,-69,10,0,45882,45876,45885,,45888
45876,45912,800,46712,-36,10,0,45882,45874,45883,,45884
45831,45912,800,46712,-81,10,0,45882,45848,45876,,45879
50757,45912,800,46712,4845,10,0,45882,47076,46486,,46181
48603,45912,800,46712,2691,10,0,45882,47766,46750,,46618
48008,45912,800,46712,2096,10,0,45882,48299,46907,,46828
47600,45912,800,46712,1688,10,0,45937,48742,46993,,46950
47228,45912,800,46712,1316,10,0,47228,47859,47022,,47007
46828,45912,800,46712,916,10,0,47228,47416,46997,,47009
46595,45912,800,46712,683,10,0,47228,47062,46946,,46971
46370,45912,800,46712,458,10,0,47228,46755,46874,,46910
46258,45912,800,46712,346,10,0,47228,46512,46797,,46835
46257,45912,800,46712,345,10,0,46828,46370,46729,,46763
46227,45912,800,46712,315,10,0,46595,46278,46666,,46697
46055,45912,800,46712,143,10,0,46370,46199,46589,,46627
45949,45912,800,46712,37,10,0,46258,46122,46509,,46549
45895,45912,800,46712,-17,10,0,46257,46031,46432,,46470
45907,45912,800,46712,-5,10,0,46227,45951,46366,,46399
45939,45912,800,46712,27,10,0,46055,45922,46312,,46339
46006,45912,800,46712,94,10,0,46006,45936,46273,,46292
45976,45912,800,46712,64,10,0,45976,45957,46235,,46254
45931,45912,800,46712,19,10,0,45949,45963,46197,,46216
45918,45912,800,46712,6,10,0,45939,45957,46162,,46179
45874,45912,800,46712,-38,10,0,45931,45924,46126,,46144
45885,45912,800,46712,-27,10,0,45918,45902,46095,,46110
45931,45912,800,46712,19,10,0,45931,45902,46074,,46084
45982,45912,800,46712,70,10,0,45931,45918,46062,,46068
45952,45912,800,46712,40,10,0,45931,45937,46048,,46055
45898,45912,800,46712,-14,10,0,45931,45940,46029,,46038
45876,45912,800,46712,-36,10,0,45918,45927,46009,,46019
45878,45912,800,46712,-34,10,0,45898,45901,45992,,46000
45884,45912,800,46712,-28,10,0,45885,45884,45978,,45985
45903,45912,800,46712,-9,10,0,45898,45885,45968,,45973
45864,45912,800,46712,-48,10,0,45898,45882,45955,,45961
45898,45912,800,46712,-14,10,0,45898,45887,45947,,45951
45866,45912,800,46712,-46,10,0,45884,45882,45936,,45941
45961,45912,800,46712,49,10,0,45884,45897,45939,,45937
45979,45912,800,46712,67,10,0,45884,45926,45944,,45941
46003,45912,800,46712,91,10,0,45898,45952,45951,,45947
46013,45912,800,46712,101,10,0,45903,45989,45958,,45954
45968,45912,800,46712,56,10,0,45961,45990,45959,,45958
45980,45912,800,46712,68,10,0,45968,45991,45961,,45960
45902,45912,800,46712,-10,10,0,45968,45965,45953,,45957
45911,45912,800,46712,-1,10,0,45968,45940,45947,,45950
45913,45912,800,46712,1,10,0,45968,45926,45942,,45944
45940,45912,800,46712,28,10,0,45968,45916,45941,,45941
45872,45912,800,46712,-40,10,0,45940,45909,45932,,45936
45850,45912,800,46712,-62,10,0,45913,45893,45921,,45926
45840,45912,800,46712,-72,10,0,45911,45875,45910,,45915
45877,45912,800,46712,-35,10,0,45902,45859,45905,,45907
45862,45912,800,46712,-50,10,0,45877,45857,45899,,45902
45914,45912,800,46712,2,10,0,45877,45873,45900,,45899
45784,45912,800,46712,-128,10,0,45872,45859,45885,,45892
45786,45912,800,46712,-126,10,0,45862,45836,45872,,45878
45880,45912,800,46712,-32,10,0,45862,45841,45873,,45872
45819,45912,800,46712,-93,10,0,45850,45817,45866,,45869
45842,45912,800,46712,-70,10,0,45842,45831,45863,,45864
45891,45912,800,46712,-21,10,0,45862,45858,45866,,45864
45910,45912,800,46712,-2,10,0,45862,45865,45871,,45868
45826,45912,800,46712,-86,10,0,45842,45867,45865,,45868
45831,45912,800,46712,-81,10,0,45831,45864,45860,,45862
45865,45912,800,46712,-47,10,0,45842,45858,45860,,45860
45869,45912,800,46712,-43,10,0,45865,45847,45861,,45860
45879,45912,800,46712,-33,10,0,45865,45861,45863,,45862
45916,45912,800,46712,4,10,0,45869,45882,45869,,45866
45912,45912,800,46712,0,10,0,45879,45894,45874,,45871
46033,45912,800,46712,121,10,0,45879,45935,45893,,45883
45963,45912,800,46712,51,10,0,45879,45956,45901,,45897
45974,45912,800,46712,62,10,0,45912,45970,45910,,45905
45983,45912,800,46712,71,10,0,45916,45988,45919,,45914
45953,45912,800,46712,41,10,0,45953,45968,45923,,45921
45880,45912,800,46712,-32,10,0,45953,45947,45917,,45920
45874,45912,800,46712,-38,10,0,45953,45922,45911,,45914
45899,45912,800,46712,-13,10,0,45953,45901,45909,,45910
45873,45912,800,46712,-39,10,0,45953,45881,45904,,45906
45902,45912,800,46712,-10,10,0,45902,45887,45903,,45903
45919,45912,800,46712,7,10,0,45902,45898,45905,,45904
45900,45912,800,46712,-12,10,0,45900,45898,45904,,45904
45881,45912,800,46712,-31,10,0,45899,45900,45901,,45902
45881,45912,800,46712,-31,10,0,45881,45895,45898,,45899
45844,45912,800,46712,-68,10,0,45881,45876,45891,,45894
45898,45912,800,46712,-14,10,0,45898,45876,45891,,45891
45933,45912,800,46712,21,10,0,45898,45889,45896,,45893
45982,45912,800,46712,70,10,0,45900,45914,45906,,45901
45918,45912,800,46712,6,10,0,45900,45932,45907,,45906
45892,45912,800,46712,-20,10,0,45898,45931,45905,,45906
45948,45912,800,46712,36,10,0,45898,45935,45910,,45907
45871,45912,800,46712,-41,10,0,45898,45907,45905,,45907
45874,45912,800,46712,-38,10,0,45898,45896,45901,,45903
45941,45912,800,46712,29,10,0,45918,45908,45906,,45903
45960,45912,800,46712,48,10,0,45933,45911,45912,,45909
45900,45912,800,46712,-12,10,0,45918,45918,45910,,45911
45958,45912,800,46712,46,10,0,45918,45939,45916,,45913
45933,45912,800,46712,21,10,0,45933,45937,45918,,45917
45954,45912,800,46712,42,10,0,45941,45936,45922,,45920
45909,45912,800,46712,-3,10,0,45933,45938,45920,,45921
45937,45912,800,46712,25,10,0,45937,45933,45922,,45921
45862,45912,800,46712,-50,10,0,45937,45915,45914,,45918
45933,45912,800,46712,21,10,0,45933,45910,45916,,45915
45874,45912,800,46712,-38,10,0,45933,45901,45910,,45913
45891,45912,800,46712,-21,10,0,45933,45890,45907,,45908
45927,45912,800,46712,15,10,0,45927,45906,45909,,45908
45951,45912,800,46712,39,10,0,45927,45910,45914,,45911
45900,45912,800,46712,-12,10,0,45909,45917,45912,,45913
45955,45912,800,46712,43,10,0,45927,45933,45917,,45914
45975,45912,800,46712,63,10,0,45927,45945,45924,,45920
45957,45912,800,46712,45,10,0,45933,45946,45928,,45926
45985,45912,800,46712,73,10,0,45951,45968,45935,,45931
46003,45912,800,46712,91,10,0,45955,45980,45943,,45939
45926,45912,800,46712,14,10,0,45955,45967,45940,,45941
45891,45912,800,46712,-21,10,0,45955,45951,45933,,45936
45951,45912,800,46712,39,10,0,45955,45942,45935,,45934
45896,45912,800,46712,-16,10,0,45955,45916,45930,,45932
45924,45912,800,46712,12,10,0,45951,45915,45929,,45929
45921,45912,800,46712,9,10,0,45926,45923,45928,,45928
45955,45912,800,46712,43,10,0,45926,45924,45931,,45929
45864,45912,800,46712,-48,10,0,45924,45916,45922,,45926
45881,45912,800,46712,-31,10,0,45921,45905,45916,,45919
45936,45912,800,46712,24,10,0,45921,45909,45918,,45917
45908,45912,800,46712,-4,10,0,45921,45897,45916,,45917
45916,45912,800,46712,4,10,0,45916,45910,45916,,45916
45931,45912,800,46712,19,10,0,45921,45922,45917,,45916
45868,45912,800,46712,-44,10,0,45916,45905,45910,,45913
45824,45912,800,46712,-88,10,0,45908,45884,45899,,45904
45831,45912,800,46712,-81,10,0,45881,45863,45890,,45894
45804,45912,800,46712,-108,10,0,45881,45831,45879,,45884
45872,45912,800,46712,-40,10,0,45872,45832,45878,,45878
45881,45912,800,46712,-31,10,0,45872,45847,45878,,45878
45930,45912,800,46712,18,10,0,45872,45871,45884,,45881
45871,45912,800,46712,-41,10,0,45871,45888,45882,,45883
45851,45912,800,46712,-61,10,0,45868,45883,45878,,45880
45840,45912,800,46712,-72,10,0,45851,45873,45873,,45875
45844,45912,800,46712,-68,10,0,45851,45851,45869,,45871
45868,45912,800,46712,-44,10,0,45868,45850,45868,,45868
45873,45912,800,46712,-39,10,0,45871,45856,45868,,45868
45828,45912,800,46712,-84,10,0,45868,45853,45863,,45865
45868,45912,800,46712,-44,10,0,45868,45859,45863,,45863
45830,45912,800,46712,-82,10,0,45851,45849,45858,,45860
45848,45912,800,46712,-64,10,0,45848,45843,45856,,45857
45869,45912,800,46712,-43,10,0,45848,45853,45857,,45856
45889,45912,800,46712,-23,10,0,45868,45859,45861,,45859
45822,45912,800,46712,-90,10,0,45868,45857,45856,,45858
45878,45912,800,46712,-34,10,0,45868,45864,45858,,45857
45930,45912,800,46712,18,10,0,45868,45879,45867,,45862
45834,45912,800,46712,-78,10,0,45868,45866,45862,,45864
45824,45912,800,46712,-88,10,0,45848,45866,45857,,45859
45856,45912,800,46712,-56,10,0,45856,45861,45856,,45856
45924,45912,800,46712,12,10,0,45869,45859,45864,,45860
45853,45912,800,46712,-59,10,0,45856,45864,45862,,45863
45905,45912,800,46712,-7,10,0,45856,45884,45867,,45864
45901,45912,800,46712,-11,10,0,45878,45895,45871,,45869
45923,45912,800,46712,11,10,0,45901,45895,45877,,45874
45906,45912,800,46712,-6,10,0,45901,45908,45880,,45878
45937,45912,800,46712,25,10,0,45905,45916,45887,,45883
45876,45912,800,46712,-36,10,0,45905,45910,45885,,45886
45852,45912,800,46712,-60,10,0,45905,45892,45880,,45882
45941,45912,800,46712,29,10,0,45905,45901,45887,,45883
45816,45912,800,46712,-96,10,0,45905,45871,45878,,45882
45824,45912,800,46712,-88,10,0,45901,45858,45871,,45874
45900,45912,800,46712,-12,10,0,45900,45870,45874,,45872
45923,45912,800,46712,11,10,0,45900,45865,45880,,45877
45847,45912,800,46712,-65,10,0,45876,45873,45875,,45877
45840,45912,800,46712,-72,10,0,45852,45877,45870,,45872
45857,45912,800,46712,-55,10,0,45852,45866,45868,,45869
45854,45912,800,46712,-58,10,0,45854,45849,45866,,45867
45852,45912,800,46712,-60,10,0,45852,45850,45864,,45865
45802,45912,800,46712,-110,10,0,45852,45841,45856,,45860
45743,45912,800,46712,-169,10,0,45852,45812,45841,,45848
45807,45912,800,46712,-105,10,0,45847,45801,45836,,45838
45775,45912,800,46712,-137,10,0,45840,45781,45828,,45832
45806,45912,800,46712,-106,10,0,45807,45782,45825,,45826
45838,45912,800,46712,-74,10,0,45807,45806,45826,,45825
45886,45912,800,46712,-26,10,0,45807,45826,45833,,45829
45795,45912,800,46712,-117,10,0,45806,45831,45828,,45830
48973,45912,800,46712,3061,10,0,45806,46623,46221,,46024
48168,45912,800,46712,2256,10,0,45807,47205,46464,,46342
47587,45912,800,46712,1675,10,0,45838,47630,46604,,46534
47216,45912,800,46712,1304,10,1,45886,47986,46680,,46642
46938,45912,800,46712,1026,10,1,46938,47477,46712,,46696
46720,45912,800,46712,808,10,1,46938,47115,46713,,46712
46446,45912,800,46712,534,10,1,46938,46830,46679,,46696
46286,45912,800,46712,374,10,1,46938,46597,46629,,46654
46112,45912,800,46712,200,10,1,46938,46391,46564,,46596
46042,45912,800,46712,130,10,0,46720,46221,46498,,46531
46051,45912,800,46712,139,10,0,46446,46122,46442,,46470
46051,45912,800,46712,139,10,0,46286,46064,46393,,46417
45912,45912,800,46712,0,10,0,46112,46014,46332,,46362
45875,45912,800,46712,-37,10,0,46051,45972,46274,,46303
45853,45912,800,46712,-59,10,0,46051,45922,46221,,46247
45842,45912,800,46712,-70,10,0,46042,45870,46173,,46197
45875,45912,800,46712,-37,10,0,45912,45861,46135,,46154
45949,45912,800,46712,37,10,0,45912,45879,46111,,46123
45967,45912,800,46712,55,10,0,45912,45908,46093,,46102
45865,45912,800,46712,-47,10,0,45875,45914,46064,,46078
45866,45912,800,46712,-46,10,0,45875,45911,46039,,46051
45821,45912,800,46712,-91,10,0,45866,45879,46011,,46025
45822,45912,800,46712,-90,10,0,45865,45843,45987,,45999
45886,45912,800,46712,-26,10,0,45866,45848,45974,,45980
45784,45912,800,46712,-128,10,0,45866,45828,45950,,45962
45778,45912,800,46712,-134,10,0,45865,45817,45928,,45939
45837,45912,800,46712,-75,10,0,45837,45821,45916,,45922
45788,45912,800,46712,-124,10,0,45822,45796,45900,,45908
45818,45912,800,46712,-94,10,0,45821,45805,45889,,45894
45869,45912,800,46712,-43,10,0,45821,45828,45886,,45887
45934,45912,800,46712,22,10,0,45822,45852,45892,,45889
45875,45912,800,46712,-37,10,0,45837,45874,45889,,45890
45891,45912,800,46712,-21,10,0,45837,45892,45889,,45889
45893,45912,800,46712,-19,10,0,45869,45898,45889,,45889
45906,45912,800,46712,-6,10,0,45875,45891,45891,,45890
45900,45912,800,46712,-12,10,0,45891,45897,45892,,45891
45951,45912,800,46712,39,10,0,45893,45912,45899,,45895
45847,45912,800,46712,-65,10,0,45893,45901,45892,,45895
45814,45912,800,46712,-98,10,0,45893,45878,45882,,45887
45889,45912,800,46712,-23,10,0,45891,45875,45882,,45882
45786,45912,800,46712,-126,10,0,45891,45834,45870,,45876
45824,45912,800,46712,-88,10,0,45889,45828,45864,,45867
45868,45912,800,46712,-44,10,0,45868,45841,45864,,45864
45897,45912,800,46712,-15,10,0,45868,45843,45868,,45866
45850,45912,800,46712,-62,10,0,45850,45859,45865,,45866
45842,45912,800,46712,-70,10,0,45847,45864,45862,,45863
45873,45912,800,46712,-39,10,0,45850,45865,45863,,45862
45863,45912,800,46712,-49,10,0,45863,45857,45863,,45863
45835,45912,800,46712,-77,10,0,45850,45853,45859,,45861
45872,45912,800,46712,-40,10,0,45863,45860,45860,,45859
45806,45912,800,46712,-106,10,0,45863,45844,45853,,45856
45765,45912,800,46712,-147,10,0,45850,45819,45842,,45847
45821,45912,800,46712,-91,10,0,45842,45816,45839,,45840
45750,45912,800,46712,-162,10,0,45835,45785,45827,,45833
45765,45912,800,46712,-147,10,0,45821,45775,45819,,45823
45816,45912,800,46712,-96,10,0,45816,45788,45818,,45818
45805,45912,800,46712,-107,10,0,45806,45784,45816,,45817
45834,45912,800,46712,-78,10,0,45806,45805,45818,,45817
45885,45912,800,46712,-27,10,0,45806,45835,45826,,45822
45902,45912,800,46712,-10,10,0,45816,45856,45835,,45830
45863,45912,800,46712,-49,10,0,45821,45871,45838,,45836
45884,45912,800,46712,-28,10,0,45834,45883,45843,,45840
45861,45912,800,46712,-51,10,0,45861,45877,45845,,45844
45921,45912,800,46712,9,10,0,45863,45882,45854,,45849
45896,45912,800,46712,-16,10,0,45884,45890,45859,,45856
45946,45912,800,46712,34,10,0,45885,45906,45869,,45864
45861,45912,800,46712,-51,10,0,45885,45906,45868,,45868
45853,45912,800,46712,-59,10,0,45884,45889,45866,,45867
45899,45912,800,46712,-13,10,0,45884,45889,45870,,45868
45828,45912,800,46712,-84,10,0,45884,45860,45864,,45867
45853,45912,800,46712,-59,10,0,45861,45858,45862,,45863
45870,45912,800,46712,-42,10,0,45870,45862,45863,,45862
45869,45912,800,46712,-43,10,0,45869,45855,45863,,45863
45814,45912,800,46712,-98,10,0,45861,45851,45856,,45859
45865,45912,800,46712,-47,10,0,45861,45854,45857,,45856
45863,45912,800,46712,-49,10,0,45863,45852,45857,,45857
45866,45912,800,46712,-46,10,0,45865,45852,45858,,45857
45842,45912,800,46712,-70,10,0,45863,45859,45856,,45857
45901,45912,800,46712,-11,10,0,45865,45868,45861,,45858
45855,45912,800,46712,-57,10,0,45865,45866,45860,,45860
45856,45912,800,46712,-56,10,0,45863,45863,45859,,45859
45921,45912,800,46712,9,10,0,45863,45883,45866,,45862
45830,45912,800,46712,-82,10,0,45863,45865,45861,,45863
45898,45912,800,46712,-14,10,0,45863,45876,45865,,45863
45966,45912,800,46712,54,10,0,45866,45903,45877,,45871
45873,45912,800,46712,-39,10,0,45873,45891,45876,,45876
45882,45912,800,46712,-30,10,0,45882,45904,45876,,45876
45887,45912,800,46712,-25,10,0,45882,45902,45877,,45876
45934,45912,800,46712,22,10,0,45887,45894,45884,,45880
45912,45912,800,46712,0,10,0,45898,45903,45887,,45885
45961,45912,800,46712,49,10,0,45898,45923,45896,,45891
45905,45912,800,46712,-7,10,0,45905,45928,45897,,45896
45865,45912,800,46712,-47,10,0,45905,45910,45893,,45895
45905,45912,800,46712,-7,10,0,45905,45909,45894,,45893
45824,45912,800,46712,-88,10,0,45905,45874,45885,,45889
45867,45912,800,46712,-45,10,0,45905,45865,45882,,45883
45930,45912,800,46712,18,10,0,45905,45881,45888,,45885
45946,45912,800,46712,34,10,0,45905,45891,45895,,45891
45895,45912,800,46712,-17,10,0,45905,45909,45895,,45895
45924,45912,800,46712,12,10,0,45905,45923,45898,,45896
45968,45912,800,46712,56,10,0,45905,45933,45906,,45902
45965,45912,800,46712,53,10,0,45924,45938,45913,,45909
45867,45912,800,46712,-45,10,0,45924,45931,45907,,45910
45974,45912,800,46712,62,10,0,45930,45943,45915,,45911
45994,45912,800,46712,82,10,0,45946,45950,45924,,45919
45939,45912,800,46712,27,10,0,45946,45943,45925,,45924
45964,45912,800,46712,52,10,0,45964,45967,45929,,45927
45880,45912,800,46712,-32,10,0,45964,45944,45922,,45925
45872,45912,800,46712,-40,10,0,45964,45913,45915,,45918
45909,45912,800,46712,-3,10,0,45939,45906,45914,,45914
45929,45912,800,46712,17,10,0,45929,45897,45915,,45914
45856,45912,800,46712,-56,10,0,45929,45891,45907,,45911
45836,45912,800,46712,-76,10,0,45909,45882,45898,,45902
45909,45912,800,46712,-3,10,0,45909,45882,45899,,45898
45880,45912,800,46712,-32,10,0,45880,45870,45896,,45897
45901,45912,800,46712,-11,10,0,45880,45881,45896,,45896
45946,45912,800,46712,34,10,0,45901,45909,45902,,45899
45853,45912,800,46712,-59,10,0,45901,45895,45895,,45898
45906,45912,800,46712,-6,10,0,45901,45901,45896,,45895
45863,45912,800,46712,-49,10,0,45880,45892,45891,,45893
45871,45912,800,46712,-41,10,0,45880,45873,45888,,45889
45906,45912,800,46712,-6,10,0,45901,45886,45890,,45889
45933,45912,800,46712,21,10,0,45901,45893,45895,,45892
45831,45912,800,46712,-81,10,0,45901,45885,45887,,45891
45810,45912,800,46712,-102,10,0,45871,45870,45877,,45882
45868,45912,800,46712,-44,10,0,45868,45860,45875,,45876
45824,45912,800,46712,-88,10,0,45868,45833,45868,,45871
45845,45912,800,46712,-67,10,0,45863,45836,45865,,45866
45874,45912,800,46712,-38,10,0,45868,45852,45866,,45865
45919,45912,800,46712,7,10,0,45868,45865,45872,,45869
45863,45912,800,46712,-49,10,0,45863,45875,45870,,45871
45904,45912,800,46712,-8,10,0,45863,45890,45874,,45872
45908,45912,800,46712,-4,10,0,45868,45898,45878,,45876
45938,45912,800,46712,26,10,0,45874,45903,45885,,45881
45897,45912,800,46712,-15,10,0,45897,45911,45886,,45885
45991,45912,800,46712,79,10,0,45904,45933,45899,,45892
45897,45912,800,46712,-15,10,0,45904,45930,45898,,45898
45835,45912,800,46712,-77,10,0,45904,45905,45890,,45894
45872,45912,800,46712,-40,10,0,45897,45898,45887,,45888
45796,45912,800,46712,-116,10,0,45897,45850,45875,,45881
45799,45912,800,46712,-113,10,0,45897,45825,45865,,45870
45884,45912,800,46712,-28,10,0,45884,45837,45867,,45866
45910,45912,800,46712,-2,10,0,45884,45847,45872,,45869
45851,45912,800,46712,-61,10,0,45872,45861,45869,,45870
45856,45912,800,46712,-56,10,0,45856,45875,45867,,45868
45845,45912,800,46712,-67,10,0,45851,45865,45864,,45865
45855,45912,800,46712,-57,10,0,45855,45851,45862,,45863
