config01:Button00:Measurement Value,Reference Value,Threshold,R_THr,Touch ON/OFF Difference,Hysteresis,Status,MEDIAN_9,Average_4,IIR_8,,IIR_16
45873,45872,800,46672,1,10,0,45877,45881,45873,,45873
45832,45872,800,46672,-40,10,0,45873,45886,45867,,45870
45817,45872,800,46672,-55,10,0,45859,45871,45860,,45863
45889,45872,800,46672,17,10,0,45873,45852,45863,,45861
46003,45872,800,46672,131,10,0,45873,45885,45880,,45871
45869,45872,800,46672,-3,10,0,45873,45894,45878,,45879
45836,45872,800,46672,-36,10,0,45873,45899,45872,,45875
45875,45872,800,46672,3,10,0,45873,45895,45872,,45872
45804,45872,800,46672,-68,10,0,45869,45846,45863,,45867
45822,45872,800,46672,-50,10,0,45836,45834,45857,,45860
45947,45872,800,46672,75,10,0,45869,45862,45868,,45862
45985,45872,800,46672,113,10,0,45875,45889,45882,,45875
45887,45872,800,46672,15,10,0,45875,45910,45882,,45882
45885,45872,800,46672,13,10,0,45875,45926,45882,,45882
45906,45872,800,46672,34,10,0,45885,45915,45885,,45883
45876,45872,800,46672,4,10,0,45885,45888,45883,,45884
45912,45872,800,46672,40,10,0,45887,45894,45886,,45884
46010,45872,800,46672,138,10,0,45906,45926,45901,,45893
45898,45872,800,46672,26,10,0,45906,45924,45900,,45900
45852,45872,800,46672,-20,10,0,45898,45918,45894,,45897
45895,45872,800,46672,23,10,0,45895,45913,45894,,45894
45830,45872,800,46672,-42,10,0,45895,45868,45886,,45890
45808,45872,800,46672,-64,10,0,45895,45846,45876,,45881
45884,45872,800,46672,12,10,0,45884,45854,45877,,45876
45970,45872,800,46672,98,10,0,45895,45873,45888,,45882
45904,45872,800,46672,32,10,0,45895,45891,45890,,45889
45908,45872,800,46672,36,10,0,45895,45916,45892,,45891
45927,45872,800,46672,55,10,0,45895,45927,45896,,45894
45824,45872,800,46672,-48,10,0,45895,45890,45887,,45891
45856,45872,800,46672,-16,10,0,45884,45878,45883,,45885
45966,45872,800,46672,94,10,0,45904,45893,45893,,45888
45781,45872,800,46672,-91,10,0,45904,45856,45879,,45886
45797,45872,800,46672,-75,10,0,45904,45850,45868,,45873
45758,45872,800,46672,-114,10,0,45856,45825,45854,,45861
45760,45872,800,46672,-112,10,0,45824,45774,45842,,45848
45824,45872,800,46672,-48,10,0,45824,45784,45839,,45840
45968,45872,800,46672,96,10,0,45824,45827,45855,,45847
45895,45872,800,46672,23,10,0,45824,45861,45860,,45857
45849,45872,800,46672,-23,10,0,45824,45884,45858,,45859
45860,45872,800,46672,-12,10,0,45824,45893,45858,,45858
45777,45872,800,46672,-95,10,0,45824,45845,45847,,45852
45826,45872,800,46672,-46,10,0,45826,45828,45844,,45845
45914,45872,800,46672,42,10,0,45849,45844,45852,,45848
45926,45872,800,46672,54,10,0,45860,45860,45861,,45856
45894,45872,800,46672,22,10,0,45894,45890,45865,,45863
45889,45872,800,46672,17,10,0,45889,45905,45868,,45866
45874,45872,800,46672,2,10,0,45874,45895,45868,,45868
45842,45872,800,46672,-30,10,0,45874,45874,45864,,45866
45912,45872,800,46672,40,10,0,45889,45879,45870,,45867
45995,45872,800,46672,123,10,0,45894,45905,45885,,45877
45948,45872,800,46672,76,10,0,45912,45924,45892,,45888
45894,45872,800,46672,22,10,0,45894,45937,45892,,45892
45883,45872,800,46672,11,10,0,45894,45930,45890,,45891
45802,45872,800,46672,-70,10,0,45889,45881,45879,,45884
45858,45872,800,46672,-14,10,0,45883,45859,45876,,45877
45945,45872,800,46672,73,10,0,45894,45872,45884,,45880
45993,45872,800,46672,121,10,0,45912,45899,45897,,45890
45925,45872,800,46672,53,10,0,45925,45930,45900,,45898
45891,45872,800,46672,19,10,0,45894,45938,45898,,45899
45893,45872,800,46672,21,10,0,45893,45925,45897,,45897
45840,45872,800,46672,-32,10,0,45891,45887,45889,,45893
45892,45872,800,46672,20,10,0,45892,45879,45889,,45889
45970,45872,800,46672,98,10,0,45893,45898,45899,,45894
45886,45872,800,46672,14,10,0,45893,45897,45897,,45898
45866,45872,800,46672,-6,10,0,45892,45903,45893,,45895
45818,45872,800,46672,-54,10,0,45891,45885,45883,,45888
45899,45872,800,46672,27,10,0,45891,45867,45885,,45884
45931,45872,800,46672,59,10,0,45892,45878,45890,,45887
45960,45872,800,46672,88,10,0,45892,45902,45898,,45894
45872,45872,800,46672,0,10,0,45892,45915,45894,,45896
45833,45872,800,46672,-39,10,0,45886,45899,45886,,45890
45837,45872,800,46672,-35,10,0,45872,45875,45879,,45882
45773,45872,800,46672,-99,10,0,45866,45828,45865,,45872
45825,45872,800,46672,-47,10,0,45837,45817,45860,,45862
45933,45872,800,46672,61,10,0,45872,45842,45869,,45864
45899,45872,800,46672,27,10,0,45872,45857,45872,,45870
45849,45872,800,46672,-23,10,0,45849,45876,45869,,45870
45856,45872,800,46672,-16,10,0,45849,45884,45867,,45868
45810,45872,800,46672,-62,10,0,45837,45853,45859,,45863
45778,45872,800,46672,-94,10,0,45837,45823,45848,,45853
45842,45872,800,46672,-30,10,0,45842,45821,45847,,45847
45945,45872,800,46672,73,10,0,45849,45843,45859,,45853
45875,45872,800,46672,3,10,0,45856,45860,45861,,45860
45875,45872,800,46672,3,10,0,45856,45884,45862,,45861
45862,45872,800,46672,-10,10,0,45856,45889,45862,,45862
45768,45872,800,46672,-104,10,0,45856,45845,45850,,45856
45844,45872,800,46672,-28,10,0,45844,45837,45849,,45849
45951,45872,800,46672,79,10,0,45862,45856,45861,,45855
45924,45872,800,46672,52,10,0,45875,45871,45868,,45864
45905,45872,800,46672,33,10,0,45875,45906,45872,,45870
45906,45872,800,46672,34,10,0,45875,45921,45876,,45874
45877,45872,800,46672,5,10,0,45877,45903,45876,,45876
45853,45872,800,46672,-19,10,0,45877,45885,45873,,45874
45900,45872,800,46672,28,10,0,45900,45884,45876,,45874
45940,45872,800,46672,68,10,0,45905,45892,45884,,45880
45874,45872,800,46672,2,10,0,45905,45891,45882,,45883
45876,45872,800,46672,4,10,0,45900,45897,45881,,45881
45922,45872,800,46672,50,10,0,45900,45903,45886,,45883
45806,45872,800,46672,-66,10,0,45877,45869,45876,,45881
45884,45872,800,46672,12,10,0,45877,45872,45877,,45876
45897,45872,800,46672,25,10,0,45884,45877,45879,,45878
45851,45872,800,46672,-21,10,0,45884,45859,45875,,45877
45900,45872,800,46672,28,10,0,45884,45883,45878,,45876
45907,45872,800,46672,35,10,0,45884,45888,45881,,45879
45858,45872,800,46672,-14,10,0,45884,45879,45878,,45879
45894,45872,800,46672,22,10,0,45894,45889,45880,,45879
46054,45872,800,46672,182,10,0,45894,45928,45901,,45890
45978,45872,800,46672,106,10,0,45897,45946,45910,,45905
45955,45872,800,46672,83,10,0,45900,45970,45915,,45912
46021,45872,800,46672,149,10,0,45907,46002,45928,,45921
45914,45872,800,46672,42,10,0,45914,45967,45926,,45927
45863,45872,800,46672,-9,10,0,45914,45938,45918,,45922
45914,45872,800,46672,42,10,0,45914,45928,45917,,45917
45932,45872,800,46672,60,10,0,45932,45905,45918,,45917
45900,45872,800,46672,28,10,0,45932,45902,45915,,45916
45944,45872,800,46672,72,10,0,45932,45922,45918,,45916
45985,45872,800,46672,113,10,0,45932,45940,45926,,45922
45873,45872,800,46672,1,10,0,45914,45925,45919,,45922
45855,45872,800,46672,-17,10,0,45914,45914,45911,,45915
45794,45872,800,46672,-78,10,0,45900,45876,45896,,45903
45789,45872,800,46672,-83,10,0,45900,45827,45882,,45889
45820,45872,800,46672,-52,10,0,45873,45814,45874,,45878
45914,45872,800,46672,42,10,0,45873,45829,45879,,45876
45881,45872,800,46672,9,10,0,45873,45851,45879,,45879
45812,45872,800,46672,-60,10,0,45855,45856,45870,,45874
45823,45872,800,46672,-49,10,0,45823,45857,45864,,45867
45855,45872,800,46672,-17,10,0,45823,45842,45862,,45863
45847,45872,800,46672,-25,10,0,45823,45834,45860,,45861
45904,45872,800,46672,32,10,0,45847,45857,45865,,45862
45992,45872,800,46672,120,10,0,45855,45899,45880,,45872
45828,45872,800,46672,-44,10,0,45855,45892,45873,,45876
45851,45872,800,46672,-21,10,0,45851,45893,45870,,45871
45819,45872,800,46672,-53,10,0,45847,45872,45863,,45866
45848,45872,800,46672,-24,10,0,45848,45836,45861,,45862
45984,45872,800,46672,112,10,0,45851,45875,45876,,45868
45982,45872,800,46672,110,10,0,45851,45908,45889,,45882
45900,45872,800,46672,28,10,0,45900,45928,45890,,45889
45896,45872,800,46672,24,10,0,45896,45940,45890,,45890
45922,45872,800,46672,50,10,0,45896,45925,45894,,45892
45906,45872,800,46672,34,10,0,45900,45906,45895,,45894
45985,45872,800,46672,113,10,0,45906,45927,45906,,45900
46123,45872,800,46672,251,10,0,45922,45984,45933,,45919
46027,45872,800,46672,155,10,0,45982,46010,45944,,45938
45908,45872,800,46672,36,10,0,45922,46010,45939,,45941
45843,45872,800,46672,-29,10,0,45908,45975,45927,,45933
45848,45872,800,46672,-24,10,0,45908,45906,45917,,45922
45883,45872,800,46672,11,10,0,45908,45870,45912,,45914
45992,45872,800,46672,120,10,0,45908,45891,45922,,45917
46067,45885,800,46685,182,10,0,45985,45947,45940,,45931
45948,45885,800,46685,63,10,0,45948,45972,45941,,45940
45906,45885,800,46685,21,10,0,45908,45978,45936,,45938
45939,45885,800,46685,54,10,0,45908,45965,45936,,45936
45944,45885,800,46685,59,10,0,45939,45934,45937,,45936
46022,45885,800,46685,137,10,0,45944,45952,45947,,45942
46185,45885,800,46685,300,10,0,45948,46022,45976,,45961
46101,45885,800,46685,216,10,0,45992,46063,45991,,45983
46025,45885,800,46685,140,10,0,46022,46083,45995,,45993
46061,45885,800,46685,176,10,0,46022,46093,46003,,45999
46044,45885,800,46685,159,10,0,46025,46057,46008,,46005
46047,45885,800,46685,162,10,0,46044,46044,46012,,46010
46139,45885,800,46685,254,10,0,46047,46072,46027,,46019
46260,45885,800,46685,375,10,0,46061,46122,46056,,46041
46087,45885,800,46685,202,10,0,46087,46133,46059,,46057
46019,45885,800,46685,134,10,0,46061,46126,46054,,46056
45995,45885,800,46685,110,10,0,46047,46090,46046,,46050
46036,45885,800,46685,151,10,0,46047,46034,46044,,46045
46236,45885,800,46685,351,10,0,46047,46071,46068,,46056
46181,45885,800,46685,296,10,0,46087,46112,46082,,46075
46033,45885,800,46685,148,10,0,46087,46121,46075,,46078
45938,45885,800,46685,53,10,0,46036,46097,46057,,46066
45928,45885,800,46685,43,10,0,46033,46020,46040,,46048
45940,45885,800,46685,55,10,0,46019,45959,46027,,46033
46078,45885,800,46685,193,10,0,46033,45971,46033,,46030
46249,45885,800,46685,364,10,0,46036,46048,46060,,46046
46117,45885,800,46685,232,10,0,46078,46096,46067,,46063
46012,45885,800,46685,127,10,0,46033,46114,46060,,46063
46013,45885,800,46685,128,10,0,46013,46097,46054,,46057
45953,45885,800,46685,68,10,0,46012,46023,46041,,46047
46036,45885,800,46685,151,10,0,46013,46003,46040,,46040
46232,45885,800,46685,347,10,0,46036,46058,46064,,46052
46279,45885,800,46685,394,10,0,46078,46125,46090,,46077
46130,45885,800,46685,245,10,0,46117,46169,46095,,46092
46097,45885,800,46685,212,10,0,46097,46184,46095,,46095
46079,45885,800,46685,194,10,0,46079,46146,46093,,46094
46081,45885,800,46685,196,10,0,46081,46096,46091,,46092
46206,45885,800,46685,321,10,0,46097,46115,46105,,46098
46375,45885,800,46685,490,10,0,46130,46185,46138,,46121
46200,45885,800,46685,315,10,0,46200,46215,46145,,46141
46080,45885,800,46685,195,10,0,46130,46215,46136,,46140
46050,45885,800,46685,165,10,0,46097,46176,46125,,46130
46016,45885,800,46685,131,10,0,46081,46086,46111,,46118
46047,45885,800,46685,162,10,0,46080,46048,46103,,46107
46223,45885,800,46685,338,10,0,46081,46084,46118,,46110
46278,45885,800,46685,393,10,0,46200,46141,46138,,46128
46122,45885,800,46685,237,10,0,46122,46167,46136,,46137
45979,45885,800,46685,94,10,0,46080,46150,46116,,46126
45994,45885,800,46685,109,10,0,46050,46093,46100,,46108
46110,45885,800,46685,225,10,0,46050,46051,46101,,46100
46323,45885,800,46685,438,10,0,46110,46101,46128,,46114
46188,45885,800,46685,303,10,0,46122,46153,46135,,46131
46051,45885,800,46685,166,10,0,46122,46168,46124,,46129
45991,45885,800,46685,106,10,0,46110,46138,46107,,46115
45958,45885,800,46685,73,10,0,46051,46047,46088,,46097
45996,45885,800,46685,111,10,0,45996,45999,46076,,46082
46171,45885,800,46685,286,10,0,46051,46029,46087,,46081
46348,45885,800,46685,463,10,0,46110,46118,46119,,46103
46213,45885,800,46685,328,10,0,46171,46182,46130,,46124
46075,45885,800,46685,190,10,0,46075,46201,46123,,46126
46086,45885,800,46685,201,10,0,46075,46180,46118,,46120
46082,45885,800,46685,197,10,0,46082,46114,46113,,46115
46148,45885,800,46685,263,10,0,46086,46097,46117,,46115
46363,45885,800,46685,478,10,0,46148,46169,46147,,46132
46289,45885,800,46685,404,10,0,46171,46220,46164,,46155
46165,45885,800,46685,280,10,0,46165,46241,46164,,46164
46086,45885,800,46685,201,10,0,46148,46225,46154,,46159
46035,45885,800,46685,150,10,0,46086,46143,46139,,46146
46064,45885,800,46685,179,10,0,46086,46087,46129,,46134
46250,45885,800,46685,365,10,0,46148,46108,46144,,46136
46451,45885,800,46685,566,10,0,46165,46200,46182,,46163
46245,45885,800,46685,360,10,0,46245,46252,46189,,46185
46041,45885,800,46685,156,10,0,46165,46246,46170,,46179
46023,45885,800,46685,138,10,0,46086,46190,46151,,46160
46021,45885,800,46685,136,10,0,46064,46082,46134,,46142
46112,45885,800,46685,227,10,0,46064,46049,46131,,46132
46318,45885,800,46685,433,10,0,46112,46118,46154,,46142
46322,45885,800,46685,437,10,0,46245,46193,46175,,46164
46157,45885,800,46685,272,10,0,46157,46227,46172,,46173
46044,45885,800,46685,159,10,0,46112,46210,46156,,46164
46055,45885,800,46685,170,10,0,46055,46144,46143,,46149
46174,45885,800,46685,289,10,0,46112,46107,46146,,46144
46365,45885,800,46685,480,10,0,46157,46159,46173,,46159
46187,45885,800,46685,302,10,0,46174,46195,46174,,46173
46079,45885,800,46685,194,10,0,46174,46201,46162,,46168
46005,45885,800,46685,120,10,0,46157,46159,46142,,46152
45931,45885,800,46685,46,10,0,46079,46050,46115,,46128
46036,45885,800,46685,151,10,0,46055,46012,46105,,46110
46208,45885,800,46685,323,10,0,46079,46045,46117,,46111
46296,45885,800,46685,411,10,0,46174,46117,46139,,46128
46148,45885,800,46685,263,10,0,46148,46172,46140,,46139
46024,45885,800,46685,139,10,0,46079,46169,46125,,46132
45952,45885,800,46685,67,10,0,46036,46105,46103,,46114
45993,45885,800,46685,108,10,0,46024,46029,46089,,46096
46150,45885,800,46685,265,10,0,46036,46029,46096,,46092
46370,45885,800,46685,485,10,0,46148,46116,46130,,46113
46235,45885,800,46685,350,10,0,46150,46187,46143,,46136
46101,45885,800,46685,216,10,0,46148,46214,46137,,46140
46004,45885,800,46685,119,10,0,46101,46177,46120,,46128
45977,45885,800,46685,92,10,0,46024,46079,46102,,46111
46058,45885,800,46685,173,10,0,46058,46035,46096,,46099
46264,45885,800,46685,379,10,0,46101,46075,46117,,46106
46406,45885,800,46685,521,10,0,46150,46176,46153,,46135
46206,45885,800,46685,321,10,0,46206,46233,46159,,46156
46076,45885,800,46685,191,10,0,46101,46238,46148,,46153
46028,45885,800,46685,143,10,0,46076,46179,46133,,46140
46057,45885,800,46685,172,10,0,46058,46091,46123,,46128
46198,45885,800,46685,313,10,0,46076,46089,46132,,46127
46424,45885,800,46685,539,10,0,46198,46176,46168,,46150
46305,45885,800,46685,420,10,0,46206,46246,46185,,46176
46138,45885,800,46685,253,10,0,46198,46266,46179,,46182
46053,45885,800,46685,168,10,0,46138,46230,46163,,46171
46102,45885,800,46685,217,10,0,46102,46149,46155,,46159
46305,45885,800,46685,420,10,0,46138,46149,46173,,46164
46500,45885,800,46685,615,10,0,46198,46240,46213,,46193
46286,45885,800,46685,401,10,0,46286,46298,46222,,46217
46168,45885,800,46685,283,10,0,46286,46314,46215,,46218
46072,45885,800,46685,187,10,0,46168,46256,46197,,46206
46065,45885,800,46685,180,10,0,46138,46147,46180,,46188
46194,45885,800,46685,309,10,0,46168,46124,46181,,46180
46351,45885,800,46685,466,10,0,46194,46170,46202,,46191
46324,45885,800,46685,439,10,0,46286,46233,46217,,46209
46029,45885,800,46685,144,10,0,46194,46224,46193,,46205
45941,45885,800,46685,56,10,0,46168,46161,46161,,46177
45932,45885,800,46685,47,10,0,46072,46056,46132,,46146
45998,45885,800,46685,113,10,0,46065,45975,46115,,46123
46176,45885,800,46685,291,10,0,46065,46011,46122,,46118
46374,45885,800,46685,489,10,0,46176,46120,46153,,46137
46175,45885,800,46685,290,10,0,46175,46180,46155,,46154
46031,45885,800,46685,146,10,0,46031,46189,46139,,46147
45949,45885,800,46685,64,10,0,46029,46132,46115,,46127
45904,45885,800,46685,19,10,0,45998,46014,46088,,46101
46012,45885,800,46685,127,10,0,46012,45974,46078,,46083
46217,45885,800,46685,332,10,0,46031,46020,46095,,46086
46247,45885,800,46685,362,10,0,46175,46095,46114,,46104
46125,45885,800,46685,240,10,0,46125,46150,46115,,46114
46006,45885,800,46685,121,10,0,46031,46148,46101,,46108
45900,45885,800,46685,15,10,0,46012,46069,46075,,46088
45977,45885,800,46685,92,10,0,46006,46002,46062,,46068
46137,45885,800,46685,252,10,0,46012,46005,46071,,46066
46361,45885,800,46685,476,10,0,46125,46093,46107,,46089
46192,45885,800,46685,307,10,0,46137,46166,46117,,46112
46049,45885,800,46685,164,10,0,46125,46184,46108,,46112
45969,45885,800,46685,84,10,0,46049,46142,46090,,46099
45918,45885,800,46685,33,10,0,46006,46032,46068,,46079
46192,45885,800,46685,307,10,0,46049,46032,46083,,46075
46321,45885,800,46685,436,10,0,46137,46100,46112,,46097
46025,45885,800,46685,140,10,0,46137,46114,46101,,46106
45915,45885,800,46685,30,10,0,46049,46113,46077,,46089
45878,45885,800,46685,-7,10,0,46025,46034,46052,,46064
45924,45885,800,46685,39,10,0,45969,45935,46036,,46044
46137,45885,800,46685,252,10,0,45969,45963,46048,,46042
46341,45885,800,46685,456,10,0,46025,46070,46084,,46066
46198,45885,800,46685,313,10,0,46137,46150,46098,,46091
46048,45885,800,46685,163,10,0,46048,46181,46091,,46094
45955,45885,800,46685,70,10,0,46025,46135,46074,,46082
45902,45885,800,46685,17,10,0,45955,46025,46052,,46063
45978,45885,800,46685,93,10,0,45978,45970,46042,,46047
46176,45885,800,46685,291,10,0,46048,46002,46058,,46050
46367,45885,800,46685,482,10,0,46137,46105,46096,,46077
46203,45885,800,46685,318,10,0,46176,46181,46109,,46102
46054,45885,800,46685,169,10,0,46054,46200,46102,,46105
46015,45885,800,46685,130,10,0,46048,46159,46091,,46096
46008,45885,800,46685,123,10,0,46015,46070,46080,,46085
46135,45885,800,46685,250,10,0,46054,46053,46086,,46083
46342,45885,800,46685,457,10,0,46135,46125,46118,,46102
46259,45885,800,46685,374,10,0,46176,46186,46135,,46126
46108,45885,800,46685,223,10,0,46135,46211,46131,,46133
45997,45885,800,46685,112,10,0,46108,46176,46114,,46122
45921,45885,800,46685,36,10,0,46054,46071,46089,,46101
45996,45885,800,46685,111,10,0,46015,46005,46077,,46083
46202,45885,800,46685,317,10,0,46108,46029,46092,,46084
46415,45885,800,46685,530,10,0,46135,46133,46132,,46112
46093,45885,800,46685,208,10,0,46108,46176,46127,,46129
45928,45885,800,46685,43,10,0,46093,46159,46102,,46114
45908,45885,800,46685,23,10,0,45997,46086,46077,,46089
45889,45885,800,46685,4,10,0,45996,45954,46053,,46065
46072,45885,800,46685,187,10,0,45996,45949,46055,,46054
46284,45885,800,46685,399,10,0,46072,46038,46083,,46069
46293,45885,800,46685,408,10,0,46093,46134,46109,,46096
46133,45885,800,46685,248,10,0,46093,46195,46112,,46110
46020,45885,800,46685,135,10,0,46072,46182,46100,,46106
45966,45885,800,46685,81,10,0,46020,46103,46083,,46091
46023,45885,800,46685,138,10,0,46023,46035,46075,,46079
46219,45885,800,46685,334,10,0,46072,46057,46093,,46084
46442,45885,800,46685,557,10,0,46133,46162,46136,,46114
46274,45885,800,46685,389,10,0,46219,46239,46153,,46144
46109,45885,800,46685,224,10,0,46133,46261,46147,,46150
46052,45885,800,46685,167,10,0,46109,46219,46135,,46141
45998,45885,800,46685,113,10,0,46052,46108,46117,,46126
46117,45885,800,46685,232,10,0,46109,46069,46117,,46117
46334,45885,800,46685,449,10,0,46117,46125,46144,,46130
46443,45885,800,46685,558,10,0,46219,46223,46181,,46162
46269,45885,800,46685,384,10,0,46269,46290,46192,,46186
46134,45885,800,46685,249,10,0,46134,46295,46184,,46188
46045,45885,800,46685,160,10,0,46117,46222,46166,,46175
46072,45885,800,46685,187,10,0,46117,46130,46154,,46160
46233,45885,800,46685,348,10,0,46134,46121,46163,,46158
46442,45885,800,46685,557,10,0,46233,46198,46197,,46180
46251,45885,800,46685,366,10,0,46251,46249,46203,,46200
46089,45885,800,46685,204,10,0,46233,46253,46188,,46195
45960,45885,800,46685,75,10,0,46134,46185,46159,,46173
45910,45885,800,46685,25,10,0,46089,46052,46127,,46143
46043,45885,800,46685,158,10,0,46072,46000,46116,,46121
46270,45885,800,46685,385,10,0,46089,46045,46135,,46125
46419,45885,800,46685,534,10,0,46233,46160,46170,,46152
46207,45885,800,46685,322,10,0,46207,46234,46174,,46172
46082,45885,800,46685,197,10,0,46089,46244,46162,,46168
46008,45885,800,46685,123,10,0,46082,46179,46142,,46152
46009,45885,800,46685,124,10,0,46043,46076,46125,,46133
46164,45885,800,46685,279,10,0,46082,46065,46129,,46127
46334,45885,800,46685,449,10,0,46164,46128,46154,,46141
46152,45885,800,46685,267,10,0,46164,46164,46153,,46153
45972,45885,800,46685,87,10,0,46152,46155,46130,,46141
45940,45885,800,46685,55,10,0,46082,46099,46106,,46118
46041,45885,800,46685,156,10,0,46041,46026,46097,,46101
46264,45885,800,46685,379,10,0,46041,46054,46117,,46107
46446,45885,800,46685,561,10,0,46152,46172,46158,,46137
46233,45885,800,46685,348,10,0,46164,46246,46167,,46162
46070,45885,800,46685,185,10,0,46152,46253,46154,,46160
45952,45885,800,46685,67,10,0,46070,46175,46128,,46141
45942,45885,800,46685,57,10,0,46041,46049,46104,,46116
46075,45885,800,46685,190,10,0,46070,46009,46100,,46102
46298,45885,800,46685,413,10,0,46075,46066,46124,,46112
46223,45885,800,46685,338,10,0,46223,46134,46136,,46130
46078,45885,800,46685,193,10,0,46078,46168,46128,,46132
45975,45885,800,46685,90,10,0,46075,46143,46108,,46118
45916,45885,800,46685,31,10,0,46070,46048,46084,,46096
45993,45885,800,46685,108,10,0,45993,45990,46072,,46078
46181,45885,800,46685,296,10,0,46075,46016,46085,,46078
46426,45885,800,46685,541,10,0,46078,46129,46127,,46106
46233,45885,800,46685,348,10,0,46181,46208,46140,,46133
46062,45885,800,46685,177,10,0,46078,46225,46130,,46135
45965,45885,800,46685,80,10,0,46062,46171,46109,,46119
45914,45885,800,46685,29,10,0,45993,46043,46084,,46096
46064,45885,800,46685,179,10,0,46062,46001,46081,,46082
46295,45885,800,46685,410,10,0,46064,46059,46107,,46094
46399,45885,800,46685,514,10,0,46181,46168,46143,,46125
46187,45885,800,46685,302,10,0,46187,46236,46148,,46145
46027,45885,800,46685,142,10,0,46064,46227,46132,,46140
45942,45885,800,46685,57,10,0,46062,46138,46108,,46120
46011,45885,800,46685,126,10,0,46027,46041,46095,,46101
46162,45885,800,46685,277,10,0,46064,46035,46103,,46099
46227,45885,800,46685,342,10,0,46162,46085,46118,,46110
46057,45885,800,46685,172,10,0,46162,46114,46110,,46114
45964,45885,800,46685,79,10,0,46057,46102,46091,,46100
45888,45885,800,46685,3,10,0,46027,46034,46065,,46078
45998,45885,800,46685,113,10,0,46011,45976,46056,,46060
46233,46119,800,46919,114,10,0,46011,46020,46078,,46067
46486,46119,800,46919,367,10,0,46057,46151,46129,,46103
46262,46119,800,46919,143,10,0,46162,46244,46145,,46137
46101,46119,800,46919,-18,10,0,46101,46270,46139,,46142
46003,46119,800,46919,-116,10,0,46057,46213,46122,,46130
46012,46119,800,46919,-107,10,0,46012,46094,46108,,46115
46174,46119,800,46919,55,10,0,46101,46072,46116,,46112
46402,46119,800,46919,283,10,0,46174,46147,46151,,46133
46317,46119,800,46919,198,10,0,46233,46226,46171,,46161
46164,46119,800,46919,45,10,0,46174,46264,46170,,46170
46047,46119,800,46919,-72,10,0,46164,46232,46154,,46162
46003,46119,800,46919,-116,10,0,46101,46132,46135,,46144
46069,46119,800,46919,-50,10,0,46069,46070,46126,,46130
46246,46119,800,46919,127,10,0,46164,46091,46141,,46133
46441,46119,800,46919,322,10,0,46174,46189,46178,,46159
46229,46119,800,46919,110,10,0,46229,46246,46184,,46181
46063,46119,800,46919,-56,10,0,46164,46244,46168,,46176
45977,46119,800,46919,-142,10,0,46069,46177,46144,,46156
45935,46119,800,46919,-184,10,0,46063,46051,46117,,46130
46100,46119,800,46919,-19,10,0,46069,46018,46114,,46115
46321,46119,800,46919,202,10,0,46100,46083,46139,,46126
46310,46119,800,46919,191,10,0,46229,46166,46160,,46149
46140,46119,800,46919,21,10,0,46140,46217,46157,,46158
46018,46119,800,46919,-101,10,0,46100,46197,46139,,46148
45934,46119,800,46919,-185,10,0,46063,46100,46113,,46126
46007,46119,800,46919,-112,10,0,46018,46024,46099,,46106
46223,46119,800,46919,104,10,0,46100,46045,46114,,46106
46419,46119,800,46919,300,10,0,46140,46145,46152,,46133
46214,46119,800,46919,95,10,0,46214,46215,46159,,46155
46080,46119,800,46919,-39,10,0,46140,46234,46149,,46154
46017,46119,800,46919,-102,10,0,46080,46182,46132,,46140
45987,46119,800,46919,-132,10,0,46018,46074,46113,,46122
46124,46119,800,46919,5,10,0,46080,46052,46114,,46113
46363,46119,800,46919,244,10,0,46124,46122,46145,,46129
46418,46119,800,46919,299,10,0,46214,46223,46179,,46162
46210,46119,800,46919,91,10,0,46210,46278,46182,,46180
46067,46119,800,46919,-52,10,0,46124,46264,46167,,46174
46011,46119,800,46919,-108,10,0,46080,46176,46147,,46157
46070,46119,800,46919,-49,10,0,46070,46089,46137,,46142
46261,46119,800,46919,142,10,0,46124,46102,46152,,46144
46456,46119,800,46919,337,10,0,46210,46199,46190,,46171
46248,46119,800,46919,129,10,0,46248,46258,46197,,46193
46132,46119,800,46919,13,10,0,46210,46274,46188,,46192
46011,46119,800,46919,-108,10,0,46132,46211,46165,,46176
45939,46119,800,46919,-180,10,0,46070,46082,46136,,46150
46037,46119,800,46919,-82,10,0,46070,46029,46123,,46129
46230,46119,800,46919,111,10,0,46132,46054,46136,,46129
46351,46119,800,46919,232,10,0,46230,46139,46162,,46149
46195,46119,800,46919,76,10,0,46195,46203,46166,,46164
46035,46119,800,46919,-84,10,0,46132,46202,46149,,46157
45980,46119,800,46919,-139,10,0,46037,46140,46127,,46138
46007,46119,800,46919,-112,10,0,46035,46054,46112,,46119
46189,46119,800,46919,70,10,0,46037,46052,46121,,46116
46386,46119,800,46919,267,10,0,46189,46140,46154,,46137
46237,46119,800,46919,118,10,0,46195,46204,46164,,46159
46079,46119,800,46919,-40,10,0,46189,46222,46153,,46158
45972,46119,800,46919,-147,10,0,46079,46168,46130,,46141
45907,46119,800,46919,-212,10,0,46035,46048,46102,,46116
46003,46119,800,46919,-116,10,0,46007,45990,46089,,46095
46196,46119,800,46919,77,10,0,46079,46019,46102,,46095
46381,46119,800,46919,262,10,0,46189,46121,46136,,46119
46080,46119,800,46919,-39,10,0,46080,46165,46129,,46132
46272,46119,800,46919,153,10,0,46080,46232,46146,,46137
46245,46119,800,46919,126,10,0,46080,46244,46158,,46152
46102,46119,800,46919,-17,10,0,46102,46174,46151,,46154
